Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"LOC100130329","Solute Carrier Family 41 Member 2 Pseudogene","Pseudogene","","4","GC18P011445","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100130329"
"LOC100131725","Solute Carrier Family 39 Member 14 Pseudogene","Pseudogene","","4","GC01P235614","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100131725"
"LOC100132179","Solute Carrier Family 35 Member E3 Pseudogene","Pseudogene","","4","GC01M221553","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100132179"
"LOC100420667","Solute Carrier Family 19 Member 3 Pseudogene","Pseudogene","","4","GC02M227647","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100420667"
"LOC100422510","Solute Carrier Family 12 Member 3 Pseudogene","Pseudogene","","4","GC14P020438","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100422510"
"LOC102724738","Solute Carrier Family 25 Member 1 Pseudogene","Pseudogene","","4","GC07M063346","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC102724738"
"ENSG00000225244","Pseudogene Similar To Part Of Solute Carrier Family 29 (Nucleoside Transporters), Member 4 SLC29A4","Pseudogene","","3","GC07M071153","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000225244"
"ENSG00000227236","Solute Carrier Family 39 (Zinc Transporter), Member 14 Pseudogene (SLC39A14)","Pseudogene","","3","GC01P235615","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000227236"
"ENSG00000249170","Solute Carrier Family 35, Member A4 (SLC35A4) Pseudogene","Pseudogene","","3","GC04M071300","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000249170"
"ENSG00000251489","Solute Carrier Family 25 (Mitochondrial Carrier  Graves Disease Autoantigen), Member 16 (SLC25A16) Pseudogene","Pseudogene","","3","GC04P069888","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000251489"
"ENSG00000259162","Solute Carrier Family 12 (Sodium/Chloride Transporters), Member 3 (SLC12A3) Pseudogene","Pseudogene","","3","GC14P047740","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000259162"
"ENSG00000273773","Solute Carrier Family 6 (Neurotransmitter Transporter), Member 8 (SLC6A8) Pseudogene","Pseudogene","","3","GC0XP154620","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000273773"
"ENSG00000283354","Solute Carrier Family 25 (Mitochondrial Carrier  Phosphate Carrier), Member 24 (SLC25A24) Pseudogene","Pseudogene","","3","GC01M108495","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000283354"
"ENSG00000288697","Solute Carrier Family 27 Member 6 (SLC27A6) Pseudogene","Pseudogene","","3","GC05M128932","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000288697"
"ENSG00000290985","Solute Carrier Family 6 Member 10, Pseudogene","RNA Gene","","3","GC16M045279","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000290985"
"LOC100422471","Solute Carrier Family 9 Member A2 Pseudogene","Pseudogene","","3","GC0XP081408","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100422471"
"ENSG00000198555","Solute Carrier Family 6 (Neurotransmitter Transporter, Creatine), Member 8 (SLC6A8) Pseudogene","Pseudogene","","2","GC16P096924","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000198555"
"ENSG00000224523","Pseudogene Similar To Part Of SLC9A2 (Solute Carrier Family 9 (Sodium\\/Hydrogen Exchanger), Isoform 2)","Pseudogene","","2","GC0XP081409","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000224523"
"ENSG00000226268","Solute Carrier Family 25, Member 33 (SLC25A33) Pseudogene","Pseudogene","","2","GC11M128649","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000226268"
"ENSG00000226401","Solute Carrier Family 29 (Nucleoside Transporters), Member 4 (SLC29A4) Pseudogene","Pseudogene","","2","GC07P088022","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000226401"
"ENSG00000227585","Solute Carrier Family 35, Member E3 (SLC35E3) Pseudogene","Pseudogene","","2","GC01M221554","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000227585"
"ENSG00000232261","Solute Carrier Family 5 (Sodium/Glucose Cotransporter) (SLC5A) Pseudogene","Pseudogene","","2","GC01M171751","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000232261"
"ENSG00000263682","Solute Carrier Family 41, Member 2 (SLC41A2) Pseudogene","Pseudogene","","2","GC18P011326","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000263682"
"ENSG00000274167","Solute Carrier Family 9, Subfamily B (NHA2, Cation Proton Antiporter 2), Member 2 (SLC9B2) Pseudogene","Pseudogene","","2","GC10P042250","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000274167"
"ENSG00000275609","Solute Carrier Family 5 (Sodium/Glucose Cotransporter), Member 1 (SLC5A1) Pseudogene","Pseudogene","","2","GC22P023610","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000275609"
"ENSG00000276960","Solute Carrier Family 22 (Organic Cation Transporter), Member 3 (SLC22A3) Pseudogene","Pseudogene","","2","GC06M160755","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000276960"
"ENSG00000283659","Novel  Solute Carrier Family 9, Subfamily B (NHA1, Cation Proton Antiporter 1), Member Pseudogene","Pseudogene","","2","GC02P089667","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000283659"
"ENSG00000285388","Solute Carrier Family Pseudogene","Pseudogene","","2","GC11M128878","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000285388"
"LOC100420693","Solute Carrier Family 47 Member 2 Pseudogene","Pseudogene","","2","GC04M068076","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100420693"
"LOC100422524","Solute Carrier Family 4 Member 8 Pseudogene","Pseudogene","","2","GC10P021580","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100422524"
"LOC100422610","Solute Carrier Family 7 Member 3 Pseudogene","Pseudogene","","2","GC19M053606","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100422610"
"NHERF1","NHERF Family PDZ Scaffold Protein 1","Protein Coding","O14745","57","GC17P123825","18.311429977417","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NHERF1"
"SLC22A18AS","SLC22A18 Antisense RNA","RNA Gene","Q8N1D0","36","GC11M012605","15.2873859405518","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A18AS"
"NHERF2","NHERF Family PDZ Scaffold Protein 2","Protein Coding","Q15599","48","GC16P103387","14.401741027832","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NHERF2"
"SLCO1A2","Solute Carrier Organic Anion Transporter Family Member 1A2","Protein Coding","P46721","51","GC12M021264","9.65035343170166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO1A2"
"SLCO2B1","Solute Carrier Organic Anion Transporter Family Member 2B1","Protein Coding","O94956","55","GC11P095319","9.52274990081787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO2B1"
"SLC51B","SLC51 Subunit Beta","Protein Coding","Q86UW2","45","GC15P166668","9.34725952148438","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC51B"
"SVOPL","SVOP Like","Protein Coding","Q8N434","36","GC07M138594","8.63372611999512","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SVOPL"
"SLCO2A1","Solute Carrier Organic Anion Transporter Family Member 2A1","Protein Coding","Q92959","56","GC03M133932","8.51802444458008","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO2A1"
"XPR1","Xenotropic And Polytropic Retrovirus Receptor 1","Protein Coding","Q9UBH6","55","GC01P180632","8.49012184143066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPR1"
"SLC2A1-DT","SLC2A1 Divergent Transcript","RNA Gene","","22","GC01P055197","8.26103115081787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A1-DT"
"SLCO3A1","Solute Carrier Organic Anion Transporter Family Member 3A1","Protein Coding","Q9UIG8","49","GC15P167323","8.20217132568359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO3A1"
"SLCO1C1","Solute Carrier Organic Anion Transporter Family Member 1C1","Protein Coding","Q9NYB5","53","GC12P020695","7.12350702285767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO1C1"
"SLCO1B1","Solute Carrier Organic Anion Transporter Family Member 1B1","Protein Coding","Q9Y6L6","59","GC12P043246","6.44010925292969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO1B1"
"SPNS2","SPNS Lysolipid Transporter 2, Sphingosine-1-Phosphate","Protein Coding","Q8IVW8","45","GC17P004498","6.32288360595703","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPNS2"
"LDHA","Lactate Dehydrogenase A","Protein Coding","P00338","63","GC11P018394","6.28811359405518","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDHA"
"RHBG","Rh Family B Glycoprotein","Protein Coding","Q9H310","47","GC01P167374","5.91837453842163","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHBG"
"RAF1","Raf-1 Proto-Oncogene, Serine/Threonine Kinase","Protein Coding","P04049","67","GC03M012583","5.8414306640625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAF1"
"KAT6B","Lysine Acetyltransferase 6B","Protein Coding","Q8WYB5","57","GC10P074985","5.8414306640625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT6B"
"XPO5","Exportin 5","Protein Coding","Q9HAV4","54","GC06M043522","5.8414306640625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPO5"
"PRKAG3","Protein Kinase AMP-Activated Non-Catalytic Subunit Gamma 3","Protein Coding","Q9UGI9","53","GC02M218823","5.8414306640625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAG3"
"LOC129931894","ATAC-STARR-Seq Lymphoblastoid Silent Region 1546","Functional Element","","8","GC01P169657","5.8414306640625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC129931894"
"NOD2","Nucleotide Binding Oligomerization Domain Containing 2","Protein Coding","Q9HC29","60","GC16P050693","5.78650045394897","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOD2"
"SLCO4A1","Solute Carrier Organic Anion Transporter Family Member 4A1","Protein Coding","Q96BD0","50","GC20P067515","5.61790657043457","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO4A1"
"SPNS3","SPNS Lysolipid Transporter 3, Sphingosine-1-Phosphate (Putative)","Protein Coding","Q6ZMD2","40","GC17P004433","5.56433820724487","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPNS3"
"SLCO5A1","Solute Carrier Organic Anion Transporter Family Member 5A1","Protein Coding","Q9H2Y9","44","GC08M069667","5.48707628250122","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO5A1"
"SVOP","SV2 Related Protein","Protein Coding","Q8N4V2","36","GC12M108907","5.46394824981689","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SVOP"
"UCP1","Uncoupling Protein 1","Protein Coding","P25874","56","GC04M140559","5.33311796188354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCP1"
"SV2C","Synaptic Vesicle Glycoprotein 2C","Protein Coding","Q496J9","48","GC05P075847","5.33311796188354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SV2C"
"ENSG00000254979","Novel Protein","Protein Coding","","10","GC11M057387","5.29899501800537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000254979"
"SLCO1B3","Solute Carrier Organic Anion Transporter Family Member 1B3","Protein Coding","Q9NPD5","56","GC12P020810","5.17122364044189","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO1B3"
"SLC16A6P1","SLC16A6 Pseudogene 1","Pseudogene","","10","GC17P064953","5.17122364044189","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A6P1"
"SLC47A1P1","SLC47A1 Pseudogene 1","Pseudogene","","7","GC17P122332","5.17122364044189","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC47A1P1"
"UCP2","Uncoupling Protein 2","Protein Coding","P55851","59","GC11M073974","5.01726531982422","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCP2"
"SV2A","Synaptic Vesicle Glycoprotein 2A","Protein Coding","Q7L0J3","58","GC01M149903","5.01726531982422","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SV2A"
"UCP3","Uncoupling Protein 3","Protein Coding","P55916","55","GC11M074000","5.01726531982422","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCP3"
"SV2B","Synaptic Vesicle Glycoprotein 2B","Protein Coding","Q7L1I2","52","GC15P091099","5.01726531982422","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SV2B"
"MTCH2","Mitochondrial Carrier 2","Protein Coding","Q9Y6C9","49","GC11M047604","5.01726531982422","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTCH2"
"MTCH1","Mitochondrial Carrier 1","Protein Coding","Q9NZJ7","45","GC06M097267","5.01726531982422","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTCH1"
"SPNS1","SPNS Lysolipid Transporter 1, Lysophospholipid","Protein Coding","Q9H2V7","45","GC16P028974","5.01726531982422","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPNS1"
"MFSD3","Major Facilitator Superfamily Domain Containing 3","Protein Coding","Q96ES6","41","GC08P144509","5.01726531982422","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFSD3"
"TMEM241","Transmembrane Protein 241","Protein Coding","Q24JQ0","38","GC18M023197","5.01726531982422","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM241"
"SLC25A51P4","SLC25A51 Pseudogene 4","Pseudogene","","12","GC11P018209","4.97718524932861","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A51P4"
"CERNA3","Competing Endogenous LncRNA 3 For MiR-645","RNA Gene","","21","GC08P056352","4.96176910400391","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CERNA3"
"RUNX1","RUNX Family Transcription Factor 1","Protein Coding","Q01196","63","GC21M034787","4.5476508140564","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX1"
"RSC1A1","Regulator Of Solute Carriers 1","Protein Coding","Q92681","40","GC01P051532","4.34077072143555","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSC1A1"
"LOC108281162","SLC26A11-RNF213 Intergenic CAGE-Defined Mid-Level Expression Enhancer","Functional Element","","2","GC17P080254","4.34077072143555","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC108281162"
"LOC116276466","CRISPRi-Validated Cis-Regulatory Element Chr17.2867","Functional Element","","2","GC17P123104","4.34077072143555","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC116276466"
"STK39","Serine/Threonine Kinase 39","Protein Coding","Q9UEW8","57","GC02M167954","4.13758945465088","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK39"
"SLCO6A1","Solute Carrier Organic Anion Transporter Family Member 6A1","Protein Coding","Q86UG4","48","GC05M102371","3.97245979309082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO6A1"
"MIR7-3HG","MIR7-3 Host Gene","RNA Gene","Q8N6C7","35","GC19P122009","3.76771426200867","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR7-3HG"
"SMAD5-AS1","SMAD5 Antisense RNA 1","RNA Gene","Q9Y6J3","31","GC05M136129","3.71654939651489","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD5-AS1"
"KCNJ1","Potassium Inwardly Rectifying Channel Subfamily J Member 1","Protein Coding","P48048","60","GC11M130597","3.6874942779541","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ1"
"WNK1","WNK Lysine Deficient Protein Kinase 1","Protein Coding","Q9H4A3","62","GC12P000769","3.6686065196991","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNK1"
"ACKR1","Atypical Chemokine Receptor 1 (Duffy Blood Group)","Protein Coding","Q16570","55","GC01P167505","3.65660715103149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACKR1"
"SLCO4C1","Solute Carrier Organic Anion Transporter Family Member 4C1","Protein Coding","Q6ZQN7","45","GC05M102233","3.65660715103149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO4C1"
"SLC25A51P1","SLC25A51 Pseudogene 1","Pseudogene","","13","GC06P065787","3.65660715103149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A51P1"
"SLC25A38P1","SLC25A38 Pseudogene 1","Pseudogene","","10","GC01P172748","3.65660715103149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A38P1"
"ENSG00000283761","Novel Protein","Protein Coding","","9","GC01P099970","3.65660715103149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000283761"
"SLC25A51P2","SLC25A51 Pseudogene 2","Pseudogene","","9","GC18P007134","3.65660715103149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A51P2"
"ENSG00000267001","Novel Protein","Protein Coding","","8","GC19M002717","3.65660715103149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000267001"
"SLC25A51P3","SLC25A51 Pseudogene 3","Pseudogene","","8","GC08M080594","3.65660715103149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A51P3"
"SLC30A6P1","SLC30A6 Pseudogene 1","Pseudogene","","8","GC02M113193","3.65660715103149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A6P1"
"SLC10A5P1","SLC10A5 Pseudogene 1","Pseudogene","","7","GC08M081634","3.65660715103149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC10A5P1"
"SLC16A1P1","SLC16A1 Pseudogene 1","Pseudogene","","6","GC07P143985","3.65660715103149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A1P1"
"SLC25A24P2","SLC25A24 Pseudogene 2","Pseudogene","","6","GC01M108383","3.65660715103149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A24P2"
"SLC25A53P1","SLC25A53 Pseudogene 1","Pseudogene","","6","GC0XP103930","3.65660715103149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A53P1"
"SLC35C2P1","SLC35C2 Pseudogene 1","Pseudogene","","6","GC0XM016898","3.65660715103149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35C2P1"
"SLC39A1P1","SLC39A1 Pseudogene 1","Pseudogene","","6","GC22P080616","3.65660715103149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A1P1"
"SLC44A3P1","SLC44A3 Pseudogene 1","Pseudogene","","6","GC02P193261","3.65660715103149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC44A3P1"
"SLC6A14P1","SLC6A14 Pseudogene 1","Pseudogene","","6","GC0XM116672","3.65660715103149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A14P1"
"SLC6A14P2","SLC6A14 Pseudogene 2","Pseudogene","","6","GC0XP116693","3.65660715103149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A14P2"
"SLC6A14P3","SLC6A14 Pseudogene 3","Pseudogene","","6","GC02M126316","3.65660715103149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A14P3"
"TLCD3A","TLC Domain Containing 3A","Protein Coding","Q8TBR7","39","GC17P121595","3.61646103858948","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLCD3A"
"VTN","Vitronectin","Protein Coding","P04004","57","GC17M084696","3.5810878276825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTN"
"SARM1","Sterile Alpha And TIR Motif Containing 1","Protein Coding","Q6SZW1","54","GC17P028364","3.5810878276825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SARM1"
"ENSG00000273171","Novel Protein, Readthrough Between VTN And SEBOX","Protein Coding","","8","GC17M084694","3.5810878276825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000273171"
